,sentence,sentiment,polarity
18639,"I recommend that movie viewers if in the New York City area go to the Intrepid museum and get some idea of how closed in and cramped the living was for the crews of World War II vintage submarines. How much more so that must have been for the seamen during World War I. It must have truly been hell below.<br /><br />Walter Huston and Robert Montgomery head the cast of Hell Below, Huston as the by the book captain and Montgomery as his free wheeling number two. They're both quite believable as Naval officers and the rest of the cast like Robert Young, Eugene Palette, Jimmy Durante, Madge Evans, Sterling Holloway, etc. fill their roles quite nicely.<br /><br />The silent service got more popular during World War II and after. It's amazing, but I could name a whole slew of submarine pictures like Torpedo Run, Operation Pacific, Hellcats of the Navy, Run Silent, Run Deep and many more and you'll see the same plot situations in all of them. I guess there truly is a limit on situations as well.<br /><br />Jimmy Durante's performance is interesting. He's pretty funny and his scene with the boxing kangaroo while on shore leave is very funny indeed. But I'd have to say a character like him in those cramped quarters is probably very necessary for morale. If you don't have someone like that to break the tension on board a submarine, you ought to get one transferred to your ship immediately.<br /><br />The highlight for me however is Sterling Holloway's death scene. Very similar to Sean McClory's in Island in the Sky. It will haunt you long after you've seen this film.",7,1
7149,"Yet another cookie-cutter movie about a hardened adult who meets an adorable, street-smart kid (Cop and 1/2, Gloria, etc). And once again, it is not funny or interesting, for anyone to watch - kids or adults. I'm sure some people might find this movie amusing, but I have no earthly idea why. Once again, I feel sorry for the poor kids who were forced to work in this movie, so that everyone else and their parents could make some bucks at the price of a cheesy cheesy movie.",3,0
15682,"Ever had one of those nights when you couldn't sleep and just turned on the tube to see what was on? That is how I ran across this tripe. For myself, I would have been better served tossing and turning for the 97 minutes I wasted with this film.<br /><br />In its attempt to ""be real"" this movie's characters come off as such gangsta stereotypes that the story should have been the premise for a Wayans brothers movie. The dialog? Please! It sounded like a white man was trying too hard to write this film.<br /><br />The editing was horrible. One of my ""favorite"" scenes involved a car chase down a bunch of narrow alleys. Cut to the characters being chased, though, and they are driving through a park complete with baseball fields in the background.<br /><br />When any of our ""homies"" get shot in this film, he bleeds miraculously through clothes that have no holes, which is more than I can say for the plot of this predictable load of....baking soda.<br /><br />Indie films can be great even if they are low on budget and effects, but they still need to have some cinematic integrity. If I could have given it a 0, I would. If you watch it, I hope it is on cable, because even the cheapest rental would be too much to pay. Actually, 97 minutes was too much to pay...",1,0
6700,"I just wanted to inform anyone who may be interested that the the movie ""New Jersey Drive"" was my personal favorite off alltime. I admire the work Nick Gomez and Spike Lee put into this masterpiece of a movie. This movie made quite an impression on me because of its realness and its appreciation of detail of life in urban New Jersey. It struck a chord with me, personally, because I grew up with friends like those depicted in the movie. It further made an impression with me because I used to spend time in Teaneck several years ago, so some of the characters were kept ""real"". At times, this movie seemed like a documentary because you didn't know whether or not these were real events taking place. Although movies like ""Boys in the Hood"" and ""Menace II Society"" grab more attention, I personally feel these movies were somewhat ""enhanced"" to appeal to a broader audience. ""New Jersey Drive"" was an uncompromising piece of ""in your face"" reality. Lee and Gomez covered every detail in this urban drama from the music, clothing, slang, and location.Unlike some of the movies I mentioned earlier, the actors performed as if they weren't ""actors"". Nothing was compromised in order to make good ""theater"". The only misfortune to come from this movie was the fact that many people ""slept"" on it. I look forward to more works of art from Nick and Spike in the hopefully near future.",10,1
11323,"No matter how many times Wile Ethelbert ""Famishius Famishius"" Coyote tries to get Road ""Burnius Roadibus"" Runner, we always know what's going to happen, though our sympathy always remains with WEC. The highlight in ""Hook, Line and Stinker"" is a Rube Goldberg-style scheme that WEC hopes will finally finish off RR; but of course you know what happens.<br /><br />So, Wile E. continues hilarious engaging in fanaticism (defined by George Santayana as redoubling your effort after you've forgotten your aim) while Road Runner pretty much never becomes aware of the potential danger - or lack thereof - in which he could find himself. A real classic.<br /><br />And yes, the coyote's middle name is Ethelbert. I learned that from ""Jeopardy!"".",10,1
1718,"Remember those terrible war movies your grandmother forced you to watch 25 or so years ago on your old VHS recorder? ""The Fallen"" is just a bad executed remake of those movies! The story is terrible, the direction is terrible, the editing is terrible, the music is terrible, and all together make an unbearable nightmare.<br /><br />It is also terribly slow! Very slow! I tried to sleep while watching it but I couldn't do it because I had nightmares of it.<br /><br />Please don't watch this movie! It is THAT bad! Ten lines is a lot so I don't know what else to say.<br /><br />Press the eject button NOW and you wont regret it!",1,0
8186,"I won't reiterate what so many others have said about this film; I'll try to add a few new points. The Coolio-as-vampire bit is a nod to fans who are familiar with his turn on the Blondie song ""No Exit"" in which he assumes the role of a rapping vampire (it actually works as a musical concept and is in fact a great song). Casper Van Dien is no worse than Brad Pitt and is actually more handsome. And really what does anyone go to a Brad Pitt movie for other than eye candy? Same here, although this is poorly filmed (check out ""Starship Troopers"" instead). And of course Udo Kier, after having played Dracula in the Morrissey/Warhol film, has little more than a cameo. Enjoy it if you can.",1,0
21439,"This is probably the best cinematic depiction of life in a Manhattan ad agency: the pressure to perform; client and agency demands; the parties; the creativity; the money; the cool surface with powerful corporate undercurrents. <br /><br />Toss in parenthood for Dustin Hoffman. <br /><br />The movie is textured and deep. It follows his internal relationship as he tries to understand and live with what's going on; his relationship with Meryl Streep (and her friend, who becomes his friend), and his the relationship with his son. <br /><br />While Meryl Streep was great, did she set the record for least screen time to win an Oscar? She sure can deliver when she is on, though.",8,1
22366,"I have read both the book and saw the movie today. The storyline is so powerful that almost any script or screenplay would have done justice to it. So nothing much there. However, this is still a beautiful movie because it makes one think and feel, just like the book. Watching it is not like watching a documentary on a failed state and feeling sympathetic towards people suffering under an oppressive regime, but is like watching any other common man's story unfold, across generations, across continents. Amir's cowardice, his guilt, his dilemmas and finally his choosing a way of redemption could have been a story of any of us. There isn't a single infallible character to look up to and idolize but all of them are gray, just like all of us.<br /><br />Another important observation is that the movie does a great job of chronicling the lives of Afghans through the twenty some years of turbulent political scenarios. The vibrant, care-free childhood represents Kabul before the Russian invasion and the desolate, shattered remains of the city echo what the Taliban has done to it.<br /><br />The child actors deserve 'thumbs up' all the way. They can put any matured actor to shame.<br /><br />If you have not yet seen the movie or read the book, just walk into the theater keeping in mind that you are going to witness a multi-layered story woven on a multi-colored fabric of human emotions and sentiments. This movie is not meant to stir anti-Soviet and anti-Taliban feelings but to feel the trials of human existence.<br /><br />I read some of the external reviews linked to the site and I must confess I do not see the point in writing reviews that summarize the storyline like a distant spectator and point out technical details about amazing cinematography or something similar. At least for this movie, one should try to connect to it rather than judging it objectively.",10,1
16987,"Dooley and his canine partner, Jerry Lee are together again in this 2nd sequel (?!!?) I sincerely had no clue that they made one sequel let alone two. And for a film that was only slight better than ""Turner & Hooch""? This time after Dooley retires, he has to mate his dog (with other dogs, people) and wait around for Jerry Lee to poo. Real classy stuff. I mean come on now. The original had at least a few good laugh. This one has nary a one. Jim Belushi just looks old and worn out. Both Belushi brothers were great in the '80's. If John hadn't died, would he be so bad today like his brother? That thought makes me sad for some reason.<br /><br />My Grade: D- <br /><br />Where i saw it: USA network",2,0
7830,"...and my reasons for which are simple- there are so many great films presented and discussed here (most of them by their own directors and stars), so many clips of infamous moments in 70's movie history, and in fact a number of films I have yet to see, that it wouldn't be fair to grade this work. By this logic I shouldn't have given grades to other movie documentaries like Martin Scorsese's Personal Journey through American Movies and My Voyage to Italy. But while those films were on the basis of one man's view of cinema, narrating through most of the way, Richard LaGravanese and (the late) Ted Demmes' A Decade Under the Influence lets the films and the creators speak entirely for themselves. <br /><br />What makes 'Decade' worth at least one watch for film buffs, or just anyone who likes the films of the late 60's-70's in America, are the levels that it goes to, that in the uncut version (three hours, not the theatrical version, which I have no comment on) plenty of ground is covered. Interviews include the likes of Scorsese, Robert Altman, Sidney Lumet, Julie Christie, Jon Voight, Francis Ford Coppola, Paul Schrader, Pam Grier, Bruce Dern, Peter Bogdanovich, Roger Corman, Dennis Hopper, Robert Towne, etc, and there's a constant flow of insight from start to finish. The way the clips and directors/actors pop up, edited together in a flashy and quick style, is also fascinating. <br /><br />The one down comment I have on the documentary is that most of the information presented has been reported on in various books, like Easy Riders, Raging Bulls, and though I haven't seen the movie version of that book yet I'm sure it would have covered many of the films and directors and incidents as here (in fact, the book of that is one of the best I've ever read. HOWEVER, this documentary serves as something special for film buffs and occasional movie goers of the future- they can look at this and learn not only about such well known pictures as Easy Rider, The Last Picture Show, Annie Hall, Coming Home, and lessor knowns like Scarecrow, Panic in Needle Park, The Landlord, Joe, They Shoot Horses Don't They. They can also learn about who influenced them (new waves of Europe and Asia), who they served as influences for, and how the subject matter that created controversy after controversy still serves as intriguing and chancy material for the contemporary crowd. Seek this out!",10,1
148,"Just finished watching this movie. I couldn't imagine watching this on VHS, as there were scenes where I needed the subtitles to hear through an accent or sound effect, even though the scene itself was in English.<br /><br />Visually, the movie is pretty appealing. The few CG effects were very obvious insertions, but the prosthetics/creature effects weren't bad. Not perfect, but photography and editing (which were pretty good) made up for a lot. Acting was generally bad, though how much of that can be blamed on the director I couldn't say, having never seen any of the actors before. The exception, I think, was M. Gomez (Uxia). She stole every scene she had a part in, and not just because of a very pretty face, but there was something akin to an urgency to her performance that none of the others had. The writing could have been a lot better - the plot was still unmistakably Lovecraft, and plenty of Lovecraft details were written in, but I personally could have done without most of the dialogue.",4,0
4312,Shah rukh khan plays an obbsessed lover who would go to any lengths to get his lady. Juhi chawla does a wonderful job of making the best of her character and sunny deol plays the hero and action man. this film is very good and i'd reecommend it to anyone.,9,1
12633,"Man, is it great just to see Young and The Restless star Melody Thomas Scott as something other than flighty Nikki Newman! A doctor with a brain no less! And super nice to see her with the likes of the gorgeous Lorenzo Lamas instead of Victor Newman!<br /><br />Mel plays a college professor of micro-biology who goes to the islands with her son for spring break, only to find herself a prisoner of the island infested with a rapidly spreading virus. Handy for her there is the hunky character played by Lorenzo, who has a daughter just her son's age.<br /><br />Mel shines, as does Lorenzo with a bit of the overacting from the younger couple. Interesting premise in these times of chemical and biological terrorism talk. Worthwhile seeing, especially for Y&R fans.",7,1
17211,"sdiner82 had clearly not seen the film in decades, and his memory is appalling. His attempts to paint the Mark Lester shaving scene as suspect are utterly erroneous, as are his incorrect comments about the bad guy ""sneaking peeks at the kid's body"". Lester is clothed for the entire time the man is in the room, and the man barely gives him a glance.<br /><br />The scene is a crude attempt to show Lester's innocent curiosity about the man's body.<br /><br />Like everything in this film, it's badly done, but nothing more.<br /><br />Even sdiner82's comments about Savalas' character who ""casually sent a German family to their deaths by nudging their trailer off a cliff"" is nonsense (it was a single woman, she was already dead, and she was in a car).<br /><br />I suggest that sdiner82's review says far, far more about his own, far from liberal mindset, than it does about this valueless film.<br /><br />The only reason I even bothered to look it up, was out of curiosity to see if it was made before or after Kojak.<br /><br />The film is a worthless piece of 70's trash, but sdiner82's review of it is the worst kind of slander. He wraps up his review in pseudo-intellectual ""facts"", but the only fact is that he is plain wrong on almost every ""factual"" matter he discusses.<br /><br />I can only assume that sdiner82 saw exactly what he looked for, which is disturbing. Now he can return to burning copies of Catcher in the Rye.",1,0
21008,"I've been watching a lot of Asian horror movies lately, but this one has to be the worst so far. It started out interestingly enough, but lost momentum after the first 15 minutes of the movie. The added ""drama"" scenes, flashback sequences and serious plot holes left me hanging. What really happened in the tunnel? Just ""something terrible""??? Who started all the killing if it wasn't the ghost? What did she want returned to her????? No answers whatsoever! Overall, not very scary at all and the movie makers need to come up with a lot better ideas than this...<br /><br />One positive was the cute actress, but that's about it.<br /><br />Not recommended.",1,0
22348,"I first saw this movie about 3 years ago. I was shocked at how stupid the FBI was not to prevent such a tragedy. It could have been easily prevented. This movie was just unbelievable.<br /><br />Now seeing it after September 11th, I am appalled and can say that this could have been prevented more easily that most people would want to know.<br /><br />This film is 100% true<br /><br />In the final scene of the film, when the mastermind of the 1st attack is being taken to prison by helicopter and flies over the towers, he makes a spine chilling remark, that was laughed at when he said it. ""Next time we'll bring them *BOTH* down."" This was actually said by Ramzi Yousef after his arrest.<br /><br />This movie reveals the shocking truth about how the first attacks were carried out right under the noses of the FBI and NYPD. It shows how the 1st and 4th Amendments are partially to blame for the attacks.<br /><br />I watch this movie now and know that both attacks could have been prevented.",10,1
11583,"When I rented this movie, I half expected it to be a low budget, plot less Indy film, but thought I'd give it a try. I started watching Part 1 and couldn't pull myself away till it ended 3 hours later. It was by far one of my absolute favorite films of all time. From the writing to the directing to the performances, I was laughing, crying, and singing all the way through Nan Astley's rite of passage from innocence to adulthood. Rachael Stirling is phenomenal in this film. I had never heard of her before, but now I will forever remember the vulnerability and strength I felt in her performance. She, Keeley Hawes, and Jodhi May are incredible as they guide you through the emotional turmoils that most feel as they deal with an alternate form of sexuality. The fact that the film is set in the 1890's not only educates the audience about homosexuality in that time period, but makes a statement about our society today. You must see this film and, probably like myself, you'll be making a trip to the store to add it to your collection.",10,1
1471,"Tom Cutler (Jackson) is a retired policeman who now works as a crime scene Cleaner-upper. In his latest job, he cleans a new crime scene and destroys evidence and isn't aware the crime hasn't been officially reported. Uh oh, this can't be good. <br /><br />You hear about Cleaners all the time, but usually when a mob or gangland hit is involved when bodies etc need to be removed and the area cleaned up. This one is different in that Tom Cutler works with the Police to clean up after the police have done their investigation of a crime scene. Hey, someone has to do it. You know the Police won't. The movie makes that quite clear and it is up to the family to get the area cleaned up. <br /><br />This is almost a good thriller, but a side plot involving Tom's daughter (Palmer) makes this story somewhat awkward. I guess they had to fill in some time. Oh, they brought this side plot around to connect with the another side plot, but it was still a reach and awkward. See?<br /><br />This was almost a good thriller because there was a noticeable lack of tension, suspense and the pace was somewhat draggy. The music didn't help either as I noticed the music was more appropriate for watching people take a long journey. You know, journey music. Get it? HA!<br /><br />The acting by all was excellent in this almost a good thriller. <br /><br />Violence: Yes, Sex: No, Nudity: No, Language: No",4,0
20268,"What should have been a dramatic tale of life on the river Murray turns out to be a silly, soppy romance about an English refugee (Sigrid Thornton with Aussie accent) who falls for the larrikin first mate (John Waters) of a paddle-steamer.<br /><br />The first half of this four and a half hour mini-series shows some promise, but it soon falls flat as it becomes predictable and thin. Some real verve and spark was needed in the plot to give the movie some life. Gus Mercurio's early exit didn't help as his character seemed to me to be the only interesting one.<br /><br />Perhaps the longer T.V. version has more depth, because this video translation certainly lacked it.<br /><br />Sunday, June 27, 1993 - Video",4,0
17794,"When I saw the trailer for this film, I said out loud to no one in particular ""this film is going to bomb."" I also said that about THE MATRIX and look at what happened there. Now I am not a box office guru by any stretch but I usually have a pretty good gut about what is going to be good and what is going to really suck. In this case I was blinded by my complete and utter apathy towards David Duchovney. Let me put it to you a different way: I don't like his as a person ( from what I have read of him in interviews, he is unbelievably pre-madonna like and he is full of himself considering all he has done is X-Files ) or as an actor. PLAYING GOD was a really poor film but he came off thinking that for some reason he deserved big bucks on the big screen. But I am happy to say that even though those things may still be true about the man, Return To Me is delightful and has it's heart in the right place. Bonnie Hunt has directed a beautiful story and she has told it with class and grace. This is one of the most romantic films I have seen and even though it may seem to be a bit sad and maudlin in its premise, give it a chance and you will be hooked.<br /><br />It has to be said ( and this pains me to do so ) that the reason this film works so well is because of the story and the cast. Duchovney and Driver are so wonderful and believable here that I honestly wanted to cry along with them. There is one particularly powerful scene when Duchovney comes home after his wife has died and he slumps down on the floor of his house. As it always does, the family dog looks to the door to wait for his wife to come walking in. She doesn't and with his shirt collar still stained with blood, Rob ( Duchovney ) tells him that she is not coming home, ever. He then calls the dog over to him and they seem to share a cry together. The dog lets out a small moan and then Rob cries. And this is one of the most realistic moments of pain I have ever seen in any character in any movie. You can feel his pain and at that moment I forgot I was watching an actor that I generally don't like, and I felt that I was watching someone that I knew moarn the loss of his beloved. This is powerful stuff.<br /><br />Another strength of the film is the supporting cast. Bonnie Hunt has combined an ethnic melting pot of Irish and Italian characters that share a common bond. They share a pub called O'Reilley's Italian Pub. That is a delicious name all by itself. And heading the diametric scale of clashing cultures is Carol O'Connor and Robert Loggia. These are two proud old men that love their homeland but love their granddaughter and niece ( I think it is ) respectively. And that is the character played by Minnie Driver. This scenario is ripe for comedy and Hunt doesn't miss anything here.<br /><br />Bonnie Hunt and James Belushi also share some funny moments together as the middle aged married couple and Belushi gets top points as he accepts humility gracefully and shows off his ample keg of a stomach for laughs. With his family consisting of three or four kids, there is very little time for him and the wife to have quality time. And again Hunt handles this with perfect elegance. <br /><br />This is a wonderful story of finding true love, knowing how lucky you are to have true love and the power of friendship and family. Return To Me is a wonderful romance and even though I still don't have a great admiration for David Duchovney, I have to admit that he was perfect in this role and I could not picture anyone else playing his character. He was sensitive and believable and the movie was good because of him, not just because of him, but he sure added to the flavour.<br /><br />If you are a sucker for a good romance and you want a good cry, then this is the film for you. <br /><br />8.5 out of 10 I will see anything that Bonnie Hunt puts out with her in the director's chair.",8,1
4959,"I can't believe that I actually sat thru this entire film. A friend rented it because the jacket made it sound good. In it's defense, the jacket was correct; there was a supposed haunted room that someone slept in overnight. From the jacket, it sounded like this was on par with Freddy, Jason, or maybe ""The Shining."" It couldn't be farther from the truth.<br /><br />If you are a fan of minimalist and/or surrealist films, you may enjoy it. If you're looking for a good fright movie, or a couple of thrills, go rent Jason vs Freddy IV -- you'll have a much better night.",2,0
23806,"Golden Boy is ecchi humor (bordering on hentai) in the guise of ""educational moments."" The main character, Kintaro, wanders around getting himself into the silliest situations involving women... It's just that he's shy on the surface but analyses everything until he can learn something from it. The most striking feature of the series are the circumstances surrounding his ""education"", which are outright embarrassing, yet funny at the same time.",8,1
20812,"The best independent film of 2001 - I went to see The Wind at the recommendation of friends who caught it at Dances with Films Festival in LA last summer - it's a great, scary, well made film. The score was amazing. Can't wait to see his next movie!",10,1
18711,"This sequel proves that Tim Burton was for all intents and purposes THE best choice to ever direct a Batman movie. The story focuses on Baman taking on three enemies: The Penguin (wonderfully played by Danny DeVito) Catwoman (the slinky Michelle Pfeiffer) and Max Shreck (the superb Christopher Walken).<br /><br />Perhaps the best entry in the series, it has it all: complex themes, complex characters and a dark tone that truly stands out. The cast is simply wonderful although the obvious stand-out is DeVito as the multi-layered Penguin. Here is a guy who is evil, pitiable, funny and perhaps most importantly, scary. The infamous scene with Shreck's image consultants still sends shivers up my spine. In other words, the cast is simply a joy to watch and all turn in first rate performances.<br /><br />I do not hesitate to say that ""Batman Returns"" is my favorite of all the Batmans released (sorry, Dark Knight fans). If you want a superhero film that has a little more to offer besides flashy effects and big scale action, then please check out this badly underrated film. <br /><br />If nothing else, it's at least the best film Tim Burton has ever made.",10,1
6879,"Have just seen this film, in Australia on satellite. As i have been avoiding the news more so than usual over the last week coming from the US of A regarding gunmen, well to be absolutely blunt, this film is a prescient gem. A big bravo to all involved. i had only a small idea of what the film entailed as is most often the case for good effect and this certainly came up with cinematic goods. the setting of the scene is effective in the truest sense of the word, with all the hairy confronting subjects of today's world in relation to one's own faltering family, albeit suburb. The first forty minutes sets such a professional theater i was not ready for the out loud laughs when they came. Although the cathartic moment built via comedy and character as the family and neighbors came together in an extraordinary way.<br /><br />All in all a foreseeing of who and what we are. A most meaningful film and a must see.<br /><br />please note the date of this review.",10,1
13058,"K-PAX is exactly what a heart warming film should be. The story is about a mysterious mental patient Prot, played by Kevin Spacey, and his unbelieving psychiatrist Dr. Powel, played by Jeff Bridges. The two have a very friendly bond, and as their relationship grows Dr. Powel can't help but wonder whether or not there is more to his mysterious patient, who insists he is from another planet called K-PAX. This film is very funny, and Kevin Spacey pulls of well placed one liners as if it was his second nature. K-PAX is a smart film, and I wasn't expecting it to go where it did. In the end, I found myself thinking about the small things in life, and the wonder and magic of the every day life we so often take for granted. I left the theater with a warm fuzzy feeling inside, and for families and couples on a date, K-PAX is a splendid film, that will not disappoint. I highly recommend this film to anyone interested in something more than the monotonous releases of glossy, action packed, gore fests.",8,1
5915,"This is a crummy film, a pretender to a genre of surprise ending movies. And a genre that has been done so much better before. The plot limps along, with a predictable ending. (Yawn) The characters are unlikeable, and some are so unlikeable they are almost unwatchable. Matt Dillon, a fine, intense actor is totally miscast here and is stiff and mannered. The others are forgettable. Much of the dialog is sophomoric, again a pretender trying to be witty. I wouldn't hire the screenwriter to write my grocery list. Yes, it's that bad, veering from misogynistic to just plain gross, as in beyond frat-house gross. With so much real talent out there, I'm really surprised this movie ever got made. It shows the total lack of imagination of the office suits...",1,0
8648,"I haven't seen Ishtar, but I did have the misfortune of seeing Kevin Costner's Postman, This is worse. Maybe the absolute worse piece of garbage I have ever seen, and if you look at my review for Moulin Rouge? that is saying something. Bad plot, acting was substandard and even wasted (even though, yes, Michael Keaton has been in some of the worst movies I have ever seen), and this movie has no redeeming value to anybody with more than half a brain. DO NOT SEE IF YOU HAVE GRADUATED THE 4TH GRADE as you will find this an insult to your intelligence.",1,0
4196,"I was first introduced to this movie while in San Antonio, Tx. This movie was the 2nd. in a double feature. Unfortunately, the theater where I saw this was torn down. Anyways, Five Fingers of Death (aka: King Boxer), was released in 1972 and introduced in the U.S. the following year. Like a lot of ""other"" Kung-Fu movies released while riding on the ""coat-tails"" of Enter the Dragon, this particular movie actually was pretty good. It's the story of a country boy who is sent to a martial arts institute to better himself & his fighting skills. Meanwhile, the ""opponent"" martial arts school plans & scheme to thwart our hero, utilizing dirty tactics to try to throw him off track & try to prevent him from participating in the tournament. By surprise, I had thought since Warner Bros. distributed this movie in the U.S., Warner Bros. was going to issue a DVD. It never happened. As far as I know, this movie has been released in both English & Cantonise, w/sub-titles.....the latter a more ""cleaner & clearer"" version. Although the fighting sequences are a bit funny to watch (i.e.: flying in air & hitting, jumping on buildings, a fighter using his head....literally....to hit his opponent, etc.), nonetheless, it's classic kung-fu action wonderfully planned & executed. If you like Enter the Dragon, Five Fingers of Death would be an excellent addition to any Movie collection.....if you can find it.",9,1
78,"I didn't buy this, I didn't rent this, it was on PPV and someone burned a copy of it and loaned it to me, so at least I wasted no money on it. For someone that did Darkness, the Nameless, Devil's Backbone, this is a pretty lame film. Seems to have something to do with a bunch of girls that were at a convent back in the day and now they're all grown up and they're being pursued and killed one by one by a nun that comes out of the kitchen sink, the toilet, and even manages to negotiate the revolving doors in a hotel. And what makes this nun so mean and nasty (and wet?) I dunno, this was so boring that at some point about halfway through I just stopped it, put it away, and watched something else. Wasn't even interested in finding out, really. Oh sure, there's some lovely young ladies to look at but hey, are two of them lesbians? I guess, there's a picture on the bedside table of one young lady's bedroom and what self-respecting horror movie wouldn't be complete these days without a lesbian couple? Yeah whatever. 2 out of 10, if you want to see a worthwhile nun horror movie try ""Desecration"", ""Dead Waters"", or ""The Convent"" (and that's the one with Adrienne Barbeau, by the way, not the one with John Malkovich).",2,0
24505,"WONDERBIRD, certainly an unbelievably refined cartoon, drawn in a deliciously oldfashioned way, and sensationally oldfashioned in almost any respect, takes place in a kingdom ruled by a mean and heinous monarch; accordingly, the kingdom, or at least what we seethe surroundings of the king's palace, seems devoid, uninhabited.<br /><br />A few inhabitants there areaway from the Sunin the withered underground city.<br /><br />An advicecall it an allegory, call it a parable, only do not call it a fable.<br /><br />Because IMDb encourages prolixity, and maybe for other reasons as well, I will add that this cartoon is the work of the great Paul Grimault.",8,1
6885,"Man, this movies sucked. It appeared to have like seven different plots going on at once and they all made little to no sense. The special effects, costumes, and all that stuff were beyond awful. The acting was particullary bad. Everything seemed so forced, especially the lines from the woman with the huge eyes and the little kid (his ""Noooooo"" as he gets burried is so unenthusiastic it's laughable). A good portion of this movie is rather funny anyway. The one woman's death where she shoves a knife into a toaster, gets electrocuted, and magically turns into the crapiest skeleton dummy in the world had my friends and I laughing for a good ten minutes.<br /><br />Bottom line: If you're into watching really horrible movies, seek this one out. If not, run for your life.",1,0
1175,"I enjoyed this film, which offers a variety of interesting subplots and complex love-hate relations, along with interspersed action scenes and some lighthearted moments in which the mountain men counter harsh army discipline. All the main characters are well cast. True, John Wayne or Robert Mitchum could probably have done the starring role just as well, but Victor Mature certainly comes across as a headstrong brawling Tarzan of sorts. Reminds me of his film role as Samson, another difficult, but not impossible, man to tame.<br /><br />The mountain men in the opening scene are certainly an anachronism, as the era of pure trapper mountain men pretty much ended 20 years before, with the collapse of western beaver populations as well as the fashion market for beaver pelts. This story supposedly takes place in Oregon just before the end of the Civil War. Judging by the volcano in the background of the opening scene(probably Mt. Lassen), the fictional fort was located somewhere in a remote section of the Cascades, as we never see any other civilians. However, there is plenty of conflicting evidence that it actually takes place in the mountains of Wyoming or Montana! Red Cloud, the war chief who threatens the trappers and soldiers in the fort, is the namesake of a very famous Sioux war chief who led a very successful campaign in 1865-66 to exterminate the newly built army forts in Wyoming and Montana. Fort Laramie(eastern Wyoming)is mentioned as being not too far removed from the fictional fort. The plains tribe of Assiniboines is mentioning as joining Red Cloud. This aspect of the story, then, bears a general resemblance to historical fact.<br /><br />It may be of interest to note certain resemblances between the plot of this story and that of John Ford's ""Fort Apache"". In both cases, we have a fort commander who was recently assigned to his first frontier post with Native American problems. He underestimates the military prowess of his adversaries, regarding them as little more than cannon fodder to promote his career. In both films, he pays dearly for his inexperience in dealing with the enemy.. Also in common, the greenhorn commander resents a subordinate who has long experience with the local Native Americans and wants to tell him what is wise to do and not to do. In both films, we have a budding romantic relaionship between a woman very close to the commander's heart and a subordinate, which the commander does everything to squelch. Clearly, the commander must be eliminated to allow these romances to proceed to completion.<br /><br />I also see certain resemblances with ""The Misfits"". The soldiers, as a whole, including the commander, are misfits of a sort((as one of them admits): mostly they have ""problems"" or are raw recruits with no experience fighting Native Americans. The commander's wife apparently is the only woman in or anywhere near this fort, thus is inherently a misfit, with a husband who is very uncertain of his future in the army. The trappers, in turn, are also misfits, not really wanting to accept army or civilian discipline, yet cut off from their previous free spirit lives by the recent army-generated antagonism by Red Cloud. <br /><br />Finally, we can also compare this story with Anthony Mann's later film ""The Far Country"", starring Jimmy Stewart. In Stewart's case, he can choose to return to being a loner cowboy, at the end. But Mature's character doesn't come up with an appetizing new way of being his own boss. Red Cloud has made life outside of the army in this region too dangerous to contemplate. Besides, he has an obsession with the Commander's wife.",9,1
5609,"A brilliant film by the great John Waters. The characters are unforgettable. The acting, script, and camera-work only enhance the overall greatness of this film. Perversion as an art-form. A must see for all. Easily a perfect 10!",10,1
12010,"What an original piece of work. I've always enjoyed Liev Schreiber the ""actor"", but now one must appreciate the man on a multi-dimensional level . How did he get that field of sunflowers? Was it computerize, it sure looked real. And how do you audition a dog knowing you are going to get that kind of performance? Does the academy have a category for animals? I guess what I'm saying is that I really, really enjoyed this quirky, offbeat, little indie film. From the excellent cast (one would never know Eugene Hutz was not a pro actor) to the cinematographer (some beautiful shots) the music (bought the CD when exiting the theater) and of course the two ""D's"" (direction and the DOG). All in all a ""10"".<br /><br />/",10,1
